precision,recall,f1-score,support
1.0,1.0,1.0,10.0
0.7777777777777778,0.7777777777777778,0.7777777777777778,9.0
0.8181818181818182,0.8181818181818182,0.8181818181818182,11.0
0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
0.8653198653198654,0.8653198653198654,0.8653198653198654,30.0
0.8666666666666667,0.8666666666666667,0.8666666666666667,30.0
