precision,recall,f1-score,support
0.3125,0.2702702702702703,0.2898550724637681,37.0
0.3333333333333333,0.3181818181818182,0.32558139534883723,44.0
0.2608695652173913,0.3076923076923077,0.2823529411764706,39.0
0.3,0.3,0.3,0.3
0.3022342995169082,0.2987147987147987,0.299263136329692,120.0
0.30335899758454105,0.3,0.30051653151992175,120.0
